sample_rep1,sample_rep2,approx_dry_weight_mg_rep1,approx_dry_weight_mg_rep2,species,site,age,individual_rep1,individual_rep2,tissue_complete,tissue_simple,tissue,parts_to_match,live_dead,rep2_replicate,no_sample,CN_analysis_date,Pmicro_analysis_date,Al,B,Ca,Cu,Fe,K,Mg ,Mn,Na,P,S,Zn,C,N,notes,with_bark_diam_mm,diameter_temp,without_bark_diam_mm,length_mm,segment,total_leaf_weight_mg,total_segment_weight_mg,total_segment_length_mm,plant_height_mm,height_of_leaf_cover_mm,diameter_leaf_cover_mm_WITH_BARK,,
MQ_500_bark,,266.5,,PEPU,Wilunga2012,1.4,PEPU_30X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,89.239,33.444,3301.316,7.233,65.075,5433.636,4112.566,53.031,2006.946,260.382,750.659,92.463,50.24,0.3528,,,,,,,,,,,,,,
MQ_501_wood_from_base,,138.7,,PEPU,Wilunga2012,1.4,PEPU_30A,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,49.508,34.35,616.901,14.366,23.876,2277.862,795.505,17.963,979.152,163.148,640.258,36.256,45.17,0.0863,,3.94;4.03,2.56,2.56;2.74,43,1,364.8,266.9,42,289,5,3.94;4.03,,
MQ_502_wood_from_tip,,151.8,,PEPU,Wilunga2012,1.4,PEPU_30A,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,49.733,39.841,11899.388,17.321,32.111,3485.849,2939.379,104.878,3266.675,249.613,729.192,55.94,44.11,0.2635,,2.77;2.67,1.84,1.84;1.76,152,3,1933.2,358.8,154,,,,,
MQ_503_bark,,376,,PEPU,Waratah2011,2.4,PEPU_15A,,bark,bark,bark,bark,live,,use,2016_March,2016_March,113.701,74.968,1781.655,5.124,47.673,3622.585,1937.724,22.064,1375.173,123.901,399.691,33.782,49.73,0.3824,,,,,,,,,,,,,,
MQ_506_wood_from_base,,202.7,,PEPU,Waratah2011,2.4,PEPU_15A,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,68.716,191.464,534.597,6.196,15.281,1728.393,751.553,7.775,981.411,71.662,200.57,11.629,44.73,0.1147,,5.18;5.22,3.32,3.32;3.43,36,1,508.1,1553,150,638,65,5.04,,
MQ_507_wood_from_middle,,151.5,,PEPU,Waratah2011,2.4,PEPU_15A,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,29.056,89.903,377.678,4.381,15.659,918.488,428.214,10.465,869.288,57.892,142.087,9.906,44.35,0.1863,,4.50;4.49,3.21,3.21;3.09,30,2,1960.8,1127.7,137,,,,,
MQ_508_wood_from_tip,,235.3,,PEPU,Waratah2011,2.4,PEPU_15A,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,25.109,32.793,2042.68,3.779,16.666,1883.161,874.654,16.315,1335.331,59.979,202.363,16.812,43.86,0.2415,,3.37;3.49,2.54,2.54;2.46,86,3,3567.1,1342.4,343,,,,,
MQ_509_bark,,406.2,,PEPU,Basin2005,7,PEPU_005,,bark,bark,bark,bark,live,,use,2016_March,2016_March,42.334,50.228,1592.934,47.212,26.877,871.882,1726.43,43.856,405.15,64.383,441.684,51.326,49.71,0.3766,,,,,,,,,,,,,,
MQ_510_wood_from_base,,312.8,,PEPU,Basin2005,7,PEPU_005,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,38.623,66.736,435.559,1.749,12.518,2699.877,504.228,18.358,679.085,39.331,110.802,27.309,44.31,0.1266,,4.90;4.41,3.27,3.27;3.68,37,base 1,,,,,,,,
MQ_511_wood_from_middle,,125.9,,PEPU,Basin2005,7,PEPU_005,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,insufficient_sample_for_CN,,2016_March,49.642,52.611,1417.735,3.183,20.924,2964.027,1491.215,28.724,1304.551,93.155,513.455,31.127,,,,2.55;2.72,1.90,1.90;2.07,50,base 2,,,,,,,,
MQ_512_wood_from_tip,,140.8,,PEPU,Basin2005,7,PEPU_005,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,20.379,27.322,2867.474,3.881,20.157,3560.411,1525.235,29.649,1800.102,118.913,279.842,32.096,44.38,0.2763,,2.42;2.36,1.79,1.79;1.85,78,all of 3,,,,,,,,
MQ_513_bark,,325.7,,PEPU,Waratah2003,9,PEPU_80X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,42.174,28.87,1484.156,4.622,32.678,1453.112,2402.365,58.61,1558.416,155.982,386.174,47.743,50.34,0.3687,,,,,,,,,,,,,,
MQ_514_wood_from_base,,573.9,,PEPU,Waratah2003,9,PEPU_803,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,17.762,29.413,421.614,1.053,18.148,884.273,454.69,10.482,464.265,25.653,174.182,14.12,45.29,0.1331,,8.16;8.54,6.63,6.63;6.31,20,base 1,,,,,,,,
MQ_515_wood_from_middle,,130.8,,PEPU,Waratah2003,9,PEPU_803,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,insufficient_sample_for_CN,,2016_March,292.198,33.001,1138.385,4.869,22.917,2487.861,2182.51,36.659,2851.05,136.34,421.653,43.097,,,,3.24;3.31,2.42,2.42;2.46,33,base 3,,,,,,,,
MQ_516_wood_from_tip,,363.4,,PEPU,Waratah2003,9,PEPU_80X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,39.802,15.837,2954.42,2.666,19.896,3367.62,1283.145,17.146,926.814,57.699,292.608,21.496,44.41,0.2931,,"2.57;2.5,3.11;3.15",1.70,"1.7;1.69,2.15;2.2",,,,,,,155,2.83,,
MQ_519_bark,,299,,PEPU,Basin1981,32,PEPU_90X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,105.93,42.216,2055.388,3.442,17.811,1131.579,2392.36,47.311,825.52,56.456,912.299,134.706,49.36,0.344,,,,,,,,,,,,,,
MQ_520_shed_bark,,194.5,,PEPU,Basin1981,32,PEPU_90X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,57.779,20.664,1706.813,4.659,26.049,1335.682,2159.27,38.355,1647.29,60.403,929.477,91.6,53.47,0.4125,,,,,,,,,,,,,,
MQ_521_shed_sapwood,,159.5,,PEPU,Basin1981,32,PEPU_90X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,21.96,25.917,461.749,3.224,14.074,1158.643,530.477,13.562,699.713,24.564,172.587,15.964,46.58,0.247,,,2.37,2.37;2.17,57,,,,,,,,,
MQ_522_wood_from_base,,376.8,,PEPU,Basin1981,32,PEPU_901,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,16.092,26.515,309.689,0.906,17.142,1001.799,557.496,9.929,526.295,29.832,121.553,30.369,45.32,0.1224,,8.70;9.09,7.32,7.32;6.51,11,base 1,,,,,,,,
MQ_523_wood_from_middle,,326.8,,PEPU,Basin1981,32,PEPU_901,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,12.335,16.915,356.437,1.209,18.931,988.724,690.69,12.771,777.412,44.512,408.857,19.245,44,0.2003,,4.70;5.11,3.67,3.67;3.81,34,base 3,,,,,,,,
MQ_524_wood_from_tip,,204.6,,PEPU,Basin1981,32,PEPU_90X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,131.407,61.51,1468.511,7.91,23.744,2103.791,1169.503,28.05,740.744,72.022,252.974,60.126,44.21,0.2802,,3.06;2.93,1.80,1.80;1.85,125,,,,,,,,,
MQ_525_bark,,259.4,,PHPH,Waratah2011,2.4,PHPH_15A,,bark,bark,bark,bark,live,,use,2016_March,2016_March,46.281,29.39,2247.216,7.778,68.461,3218.521,1125.719,47.319,4023.53,158.979,622.846,63.535,49.16,0.9635,,,,,,,,,,,,,,
MQ_528_wood_from_base,,470.2,,PHPH,Waratah2011,2.4,PHPH_15A,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,16.612,32.022,459.603,4.883,21.523,1643.403,400.103,15.673,708.884,45.654,134.775,61.021,45.19,0.4158,,5.23;5.23,4.45,4.45;4.58,37,1,3202.2,5785.2,410,757,193,4.51,,
MQ_529_wood_from_middle,,140.9,,PHPH,Waratah2011,2.4,PHPH_15A,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,54.467,201.78,581.322,6.097,20.029,2131.281,620.274,68.448,1125.436,69.256,215.963,95.244,44.86,0.5017,,2.50;2.58,2.12,2.12;2.16,45,2,579.1,783.7,188,,,,,
MQ_530_wood_from_tip,MQ_1530_wood_from_tip,106.9,250.7,PHPH,Waratah2011,2.4,PHPH_15A,PHPH_15W,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,7.66,35.591,839.935,6.026,23.932,2614.842,1391.572,114.408,1016.141,87.955,412.29,92.229,44.03,0.5915,,2.38;2.35,1.61,1.61;1.69,59,3,680.9,391.7,181,,,,,
MQ_531_bark,,138.5,,PHPH,Basin2005,7,PHPH_00X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,68.877,36.477,1888.071,9.506,124.04,5083.543,1016.128,31.223,1359.136,92.788,669.165,75.271,48.73,1.158,,,,,,,,,,,,,,
MQ_532_shed_bark,,146.7,,PHPH,Basin2005,7,PHPH_00X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,55.653,69.671,2393.644,11.726,72.727,1365.564,1818.434,51.376,1009.21,26.048,636.099,167.538,51.47,1.352,,,,,,,,,,,,,,
MQ_533_shed_sapwood,,214.3,,PHPH,Basin2005,7,PHPH_00X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,47.364,138.886,694.1,3.563,16.222,871.19,740.713,16.121,682.239,15.114,244.069,52.918,46.21,0.5325,,,2.45,2.45;2.31,69,,,,,,,,,
MQ_534_wood_from_base,,240.3,,PHPH,Basin2005,7,PHPH_007,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,15.494,50.269,327.495,6.851,18.016,1307.798,816.031,260.693,784.689,47.368,190.739,62.072,45.32,0.432,,3.63;3.94,3.06,3.06;3.02,43,95 mm above 1,,,,,,,,
MQ_535_wood_from_middle,,148.5,,PHPH,Basin2005,7,PHPH_007,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,44.179,71.35,1184.237,9.431,19.934,7533.09,2569.249,296.241,1986.895,230.487,543.3,108.907,45.39,0.5528,,2.56;2.64,2.22,2.22;2.12,75,2,,,,,,,,
MQ_536_wood_from_tip,,212.5,,PHPH,Basin2005,7,PHPH_00X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,13.426,23.968,872.33,7.535,25.265,2203.965,891.114,127.66,1531.654,89.739,499.287,42.695,45.28,0.6314,,".94;.99,1.58;1,60,1.20,1.14,1.33;1.36",0.80,".80;.69,1.16;1.16,.87;.85,1.18;1.09","0,116,79,92",,,,,,,,,
MQ_537_bark,,216.4,,PHPH,Waratah2003,9,PHPH_80X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,44.497,38.003,2436.805,11.74,74.341,1870.644,995.437,33.76,1582.725,70.261,633.865,13.409,49.38,0.9384,,,,,,,,,,,,,,
MQ_538_shed_bark,,154.6,,PHPH,Waratah2003,9,PHPH_80X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,39.893,25.759,2782.581,41.842,60.274,4186.373,1510.908,27.548,1253.436,89.072,789,131.972,52.47,1.425,,,,,,,,,,,,,,
MQ_539_shed_sapwood,,244.5,,PHPH,Waratah2003,9,PHPH_80X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,8.858,18.97,471.067,2.292,11.87,2532.915,677.459,7.871,798.826,51.325,229.473,59.935,45.83,0.5003,,,2.66,2.66;2.35,,,,,,,,,,
MQ_540_wood_from_base,,399.8,,PHPH,Waratah2003,9,PHPH_806,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,12.881,26.361,734.95,1.523,18.729,1896.784,341.802,23.576,823.528,39.868,126.609,31.71,44.83,0.4093,,5.06;5.03,4.42,4.42;4.66,25,1,,,,,,,,
MQ_541_wood_from_middle,,298.4,,PHPH,Waratah2003,9,PHPH_806,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,15.921,39.011,759.553,1.972,12.746,3683.222,471.465,19.951,1527.839,49.621,205.484,63.461,45.41,0.5347,,2.88;2.97,2.66,2.66;2.49,57,2,,,,,,,,
MQ_542_wood_from_tip,,129.6,,PHPH,Waratah2003,9,PHPH_80X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,12.995,20.835,663.78,8.689,29.522,1832.879,2029.357,27.946,3600.858,92.124,423.941,36.261,44.31,0.5465,,"1.37;1.38,1.2;1.16,1.21;1.27,1.15;1.16",1.03,"1.03;.97,.84;.83,.93;.88,.83;.8",,,,,,,110,1.38,,
MQ_543_bark,,217.6,,PHPH,Basin1981,32,PHPH_90X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,55.256,47.525,1849.237,10.378,72.376,2174.648,2001.631,30.275,1787.399,88.931,743.73,125.366,48.77,1.072,,,,,,,,,,,,,,
MQ_544_shed_bark,,131.2,,PHPH,Basin1981,32,PHPH_90X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,138.191,30.253,3241.57,4.986,196.119,380.601,1661.801,24.964,184.265,46.497,1086.829,151.304,51.35,1.247,,,,,,,,,,,,,,
MQ_545_shed_sapwood,,186.6,,PHPH,Basin1981,32,PHPH_90X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,10.034,27.521,914.94,1.492,10.477,90.487,617.747,9.136,82.475,14.648,367.978,64.178,45.39,0.5821,,,1.98,1.98;1.80,66,,,,,,,,,
MQ_546_wood_from_base,,221.3,,PHPH,Basin1981,32,PHPH_906,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,6.135,20.405,261.359,2.556,13.245,1614.318,607.999,6.038,1078.525,55.476,154.516,14.381,45.32,0.4302,,3.61;3.61,2.71,2.71;2.80,38,,,,,,,,,
MQ_547_wood_from_middle,,178.1,,PHPH,Basin1981,32,PHPH_906,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,70.956,135.145,361.657,3.842,18.51,3456.628,564.72,6.373,2251.57,106.491,261.757,17.74,45.09,0.5966,,2.08;2.03,1.93,1.93;1.91,64,,,,,,,,,
MQ_548_wood_from_tip,MQ_1548_wood_from_tip,119.8,293.4,PHPH,Basin1981,32,PHPH_90X,PHPH_90W,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,18.823,48.841,374.1,4.004,27.359,2301.567,413.888,29.658,639.005,92.724,357.092,18.107,44.11,0.3755,,"1.29;1.29,1.54;1.49",0.96,".96;.90,1.28;1.28","103,63",,,,,,,,,
MQ_549_bark,,151.3,,PILI,Wilunga2012,1.4,PILI_30A,,bark,bark,bark,bark,live,,use,2016_March,2016_March,124.977,39.658,5363.814,9.375,132.507,9303.14,1318.415,28.271,280.824,209.273,1050.642,36.355,51.2,0.5872,,,,,,,,,,,,,,
MQ_550_wood_from_base,,145.2,,PILI,Wilunga2012,1.4,PILI_30A,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,20.882,46.43,795.579,3.946,26.255,2489.442,488.247,18.484,201.408,79.586,182.437,10.082,45.21,0.3625,,1.59;1.59,1.34,1.34;1.39,140,1,11.8,182.5,137,765,134,1.35,,
MQ_551_wood_from_tip,,153.2,,PILI,Wilunga2012,1.4,PILI_30A,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,17.202,53.213,871.371,4.16,19.982,2411.267,459.014,20.737,243.894,68.214,167.322,11.965,45.21,0.229,,1.28;1.27,1.22,1.22;1.19,,3,118.5,272.1,377,,,,,
MQ_552_bark,,126.5,,PILI,Waratah2011,2.4,PILI_15A,,bark,bark,bark,bark,live,,use,2016_March,2016_March,283.089,119.682,3570.768,9.204,286.952,4276.683,1322.443,39.091,462.597,149.333,696.49,30.452,50.86,0.6152,,,,,,,,,,,,,,
MQ_553_wood_from_base,,165.7,,PILI,Waratah2011,2.4,PILI_15A,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,19.61,30.884,759.546,3.351,22.755,1391.558,416.117,7.628,84.256,47.342,170.964,11.881,45.16,0.2863,,2.39;2.43,2.10,2.10;2.14,77,1,178.3,1174,210,800,425,1.78,,
MQ_554_wood_from_middle,,165.7,,PILI,Waratah2011,2.4,PILI_15A,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,19.262,41.328,1243.164,3.694,24.579,2845.476,653.293,13.534,161.108,44.5,235.917,20.352,45.19,0.3524,,1.63;1.69,1.42,1.42;1.47,107,2,22.8,528.8,274,,,,,
MQ_555_wood_from_tip,,193.5,,PILI,Waratah2011,2.4,PILI_15A,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,13.093,25.456,1189.756,3.315,18.823,2251.942,559.055,13.923,189.611,56.873,213.361,13.177,45.09,0.2482,,1.56;1.57,1.37,1.37;1.39,243,3,141.5,259,304,,,,,
MQ_556_bark,MQ_1556_bark,102.8,202.3,PILI,Basin2005,7,PILI_00X,PILI_00V,bark,bark,bark,bark,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,149.231,143.432,6597.581,50.116,138.46,4977.605,1713.342,62.224,617.015,156.712,750.622,60.347,50.3,0.49,,,,,,,,,,,,,,
MQ_557_shed_bark,,122.6,,PILI,Basin2005,7,PILI_00X,,shed_bark,shed_bark,bark,bark,dead,,insufficient_sample_for_CN,,2016_March,156.589,25.224,7403.97,14.754,164.817,838.028,1673.768,84.02,371.095,92.37,830.029,43.645,50,0.4,CN dummy number,,,,,,,,,,,,,
MQ_558_shed_sapwood,,148.7,,PILI,Basin2005,7,PILI_00X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,9.359,18.521,1234.074,2.086,17.059,181.759,445.22,13.55,93.942,26.407,182.084,9.396,45.39,0.4115,,,1.38,1.38;1.21,,,,,,,,,,
MQ_559_wood_from_base,,156.4,,PILI,Basin2005,7,PILI_00A,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,39.568,29.667,844.573,3.153,32.63,1157.034,477.627,7.626,153.347,42.203,302.118,8.65,44.32,0.3526,,1.64;1.60,1.49,1.49;1.45,100,1,0,800.7,367,912,856,0.85,,
MQ_560_wood_from_middle,,227.4,,PILI,Basin2005,7,PILI_00A,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,32.004,35.705,792.209,1.884,41.493,1081.53,382.838,9.508,137.963,32.551,220.961,10.843,45.22,0.3617,,1.82;1.82,1.66,1.66;1.55,133,2,25.6,925.4,484,,,,,
MQ_561_wood_from_tip,MQ_1561_wood_from_tip,106.3,232.5,PILI,Basin2005,7,PILI_00A,PILI_00V,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,21.936,22.597,1053.464,5.567,26.463,1620.978,486.166,18.75,397,86.707,211.384,10.489,44.51,0.1548,,.82;.84,0.71,.71;.74,,3,54.1,30,60,,,,,
MQ_562_bark,,172.7,,PUTU,Wilunga2012,1.4,PUTU_30X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,619.623,48.996,11583.899,15.539,390.977,7839.458,617.849,43.41,1052.187,141.331,650.611,42.714,47.21,1.152,,,,,,,,,,,,,,
MQ_563_wood_from_base,,184.8,,PUTU,Wilunga2012,1.4,PUTU_30A,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,32.796,40.411,1270.159,4.29,27.794,1371.793,236.553,283.92,285.907,50.356,270.546,16.811,45.39,0.3865,,2.54;2.48,2.07,2.07;1.98,66,1,163,512.2,145,430,93,2.19,,
MQ_564_wood_from_tip,,178.1,,PUTU,Wilunga2012,1.4,PUTU_30A,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,35.233,56.623,2346.321,12.304,40.501,6300.316,754.501,580.063,1525.743,134.419,703.899,25.358,44.64,0.6711,,1.23;1.29,0.88,.88;.90,,3,373.5,126.5,137,,,,,
MQ_567_shed_bark,,138.9,,PUTU,Waratah2011,2.4,PUTU_15X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,323.274,37.553,5357.398,10.288,366.532,2275.687,1089.754,419.878,720.518,106.905,801.443,45.358,50.42,1.265,,,,,,,,,,,,,,
MQ_568_shed_sapwood,,264,,PUTU,Waratah2011,2.4,PUTU_15X,,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,,use,2016_March,2016_March,11.776,42.638,1519.864,5.407,19.164,1419.106,216.752,235.006,541.94,58.147,270.497,16.076,46.1,0.412,,,,,,,,,,,,,,
MQ_569_bark,MQ_1569_bark,126.4,270,PUTU,Waratah2011,2.4,PUTU_15A,PUTU_15V,bark,bark,bark,bark,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,367.539,129.215,8997.228,17.692,288.454,5426.901,881.466,50.793,1280.057,143.305,725.425,29.606,45.9,1.001,,,,,,,,,,,,,,
MQ_570_wood_from_base,,290.9,,PUTU,Waratah2011,2.4,PUTU_15A,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,12.408,18.69,2902.43,5.242,15.255,1188.172,348.125,113.282,588.113,40.928,280.934,10.899,45.24,0.4632,,3.54;3.43,3.06,3.06;2.92,54,1,372.3,1514.2,220,738,280,2.5,,
MQ_571_wood_from_middle,,177.6,,PUTU,Waratah2011,2.4,PUTU_15A,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,12.824,31.365,1393.878,5.882,15.122,1823.47,322.246,107.458,683.227,42.982,540.533,8.786,45.69,0.5321,,2.67;2.61,2.35,2.35;2.18,60,2,814.8,1238.8,390,,,,,
MQ_572_wood_from_tip,MQ_1572_wood_from_tip,126.9,231.8,PUTU,Waratah2011,2.4,PUTU_15A,PUTU_15W,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,14.43,64.866,5568.264,12.043,36.723,5070.853,1152.668,508.837,2999.665,191.621,479.651,38.235,44.03,0.4115,,1.56;1.43,1.01,1.01;.95,"102,95,103",3,361.3,157.3,128,,,,,
MQ_573_bark,,161.1,,PUTU,Basin2005,7,PUTU_00X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,95.815,26.583,7964.276,11.052,144.667,4925.319,1009.888,85.268,679.132,87.79,628.998,47.541,47.58,0.9853,,,,,,,,,,,,,,
MQ_574_shed_bark,MQ_1574_shed_bark,115,158.2,PUTU,Basin2005,7,PUTU_00X,PUTU_00W,shed_bark,shed_bark,bark,bark,dead,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,354.607,49.279,9641.133,60.323,505.891,499.204,1866.746,409.839,330.889,58.51,1054.446,118.416,49.59,1.202,,,,,,,,,,,,,,
MQ_575_shed_sapwood,MQ_1575_shed_sapwood,123.6,423.5,PUTU,Basin2005,7,PUTU_00X,PUTU_00W,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,13.724,24.449,2223.651,4.41,16.721,131.584,768.592,141.963,128.396,18.73,299.598,36.97,44.21,0.4451,,,1.34,"1.34;1.41,1.15;1.10",,,,,,,,,,
MQ_576_wood_from_base,,331.4,,PUTU,Basin2005,7,PUTU_007,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,44.148,50.76,5982.018,3.192,24.961,2182.338,480.079,142.219,698.276,53.448,227.331,19.769,45.39,0.3741,,3.65;4.25,3.24,3.24;3.82,36,1,,,,,,,,
MQ_577_wood_from_middle,,180.4,,PUTU,Basin2005,7,PUTU_007,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,46.477,24.373,5384.328,3.874,28.716,5885.062,1661.297,503.73,1093.885,149.31,474.868,39.754,45.39,0.5647,,2.21;2.25,1.96,1.96;2.00,63,1.2,,,,,,,,
MQ_578_wood_from_tip,,144.9,,PUTU,Basin2005,7,PUTU_00X,,wood_from_tip,wood_from_tip,sapwood,sapwood,live,,use,2016_March,2016_March,18.162,72.328,901.144,8.069,32.469,5194.685,984.533,141.861,2406.622,157.788,438.069,21.463,44.38,0.6284,,"1.32;1.26,1.79;1.80,1.15;1.22",1.10,"1.10;1.14,1.25;1.26,1.15;1.22","0,228,125",,,,,,,,,
MQ_579_bark,,228.1,,PUTU,Waratah2003,9,PUTU_80X,,bark,bark,bark,bark,live,,use,2016_March,2016_March,141.437,35.347,11947.079,34.322,154.592,2023.874,1042.96,56.845,266.074,71.863,630.078,28.994,48.35,1.065,,,,,,,,,,,,,,
MQ_580_shed_bark,,150,,PUTU,Waratah2003,9,PUTU_80X,,shed_bark,shed_bark,bark,bark,dead,,use,2016_March,2016_March,192.005,26.917,6509.666,9.945,229.357,1139.384,1378.587,85.828,503.99,41.592,850.333,52.883,50.14,1.432,,,,,,,,,,,,,,
MQ_581_shed_sapwood,MQ_1581_shed_sapwood,110.1,253,PUTU,Waratah2003,9,PUTU_80X,PUTU_80V,shed_sapwood,shed_sapwood,sapwood,sapwood,dead,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,20.097,21.598,4359.656,3.341,20.273,419.048,538.911,87.045,263.013,25.396,384.255,23.758,44.7,0.3485,,,0.97,".97;1.23,.99;.88,.80;.87","40,74,55",,,,,,,,,
MQ_582_wood_from_base,,200.1,,PUTU,Waratah2003,9,PUTU_804,,wood_from_base,wood_from_base,wood_from_base,wood_from_base,mixed,,use,2016_March,2016_March,9.256,19.076,6406.682,3.12,13.68,603.054,615.556,14.154,821.526,47.443,201.851,18.519,45.22,0.402,,2.84;2.92,2.58,2.58;2.45,37,1,,,,,,,,
MQ_583_wood_from_middle,,192.5,,PUTU,Waratah2003,9,PUTU_804,,wood_from_middle,wood_from_middle,wood_from_middle,wood_from_middle,mixed,,use,2016_March,2016_March,36.115,41.471,4226.205,4.895,18.977,1484.895,1631.292,28.634,1839.318,119.378,324.747,37.309,45.58,0.5314,,2.49;2.38,2.26,2.26;2.27,46,2,,,,,,,,
MQ_584_wood_from_tip,MQ_1584_wood_from_tip,102.6,288.3,PUTU,Waratah2003,9,PUTU_80X,PUTU_80W,wood_from_tip,wood_from_tip,sapwood,sapwood,live,rep_2,insufficient_sample_for_CN,2016_Oct,2016_March,22.415,34.585,1782.604,11.731,37.515,6129.565,316.749,453.267,467.695,111.911,303.967,19.393,44.16,0.5699,,"1.31;1.35,1.08;1.1,.91;.87,1.32;1.30,1.33;1.25",0.95,".95;.91,.57;.57,.54;.49,.71;.66,.73;.68",,,,,,,,,,
